alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01
SK,斯洛伐克,其他,https://www.fluentpython.com/data/flags/sk/sk.gif,欧洲,SK,0,0,6,0,13,15,20,0,0,4,11,13,10,18,5,0,15,21,16,21,9,8,10,5,9,8,6,6,7,4,7,4,6,5,7,5,8,9,7,3,8,11,9,10,9,16,10,11,9,8,11,7,7,5,12,7,8,9,7,9,10,6,6,6,9,7,9,8,9,10,10,8,7,6,7,6,8,9,6,10,9,10,9,7,10,7,3,4,4,5,3,3,4,6,5,5,3,3,5,3,3,5,3,7,3,5,5,4,4,2,4,4,6,5,5,4,5,5,6,5,5,8,11,20,6,4,4,4,5,5,5,4,5,3,5,6,5,6,4,6,5,4,5,5,5,5,6,5,6,6,7,5,6,5,7,8,6,8,8,7,8,9,8,7,7,8,10,10,9,8,8,9,10,8,14,9,8,12,10,11,11,10,12,11,12,13,11,13,13,13,12,15,13,11,11,12,7,5,5,6,6,6,6,11,13,8,5,6,7,7,7,6,8,9,10,13,12,8,10,100,75,39
BE,比利时,其他,https://www.fluentpython.com/data/flags/be/be.gif,欧洲,BE,0,0,11,7,8,18,23,12,17,7,10,9,24,9,5,11,8,6,16,9,12,17,7,5,7,7,8,11,8,12,11,11,12,8,11,12,8,11,10,11,9,12,13,15,14,13,13,15,19,16,18,18,15,16,21,16,20,21,25,21,23,23,28,34,34,41,49,43,51,49,54,57,71,49,16,17,16,14,20,20,33,25,22,23,25,19,11,15,13,12,11,12,10,12,11,15,13,11,15,13,10,10,12,16,14,13,13,12,12,10,9,12,11,10,12,15,13,15,16,11,16,17,17,43,17,10,11,11,16,15,12,12,10,11,10,14,14,16,12,12,12,12,14,13,11,14,11,16,11,13,13,9,13,14,14,14,15,15,14,12,13,14,23,12,12,11,13,12,11,11,10,13,13,11,25,12,11,21,15,13,16,13,12,14,16,15,14,14,18,57,15,16,13,12,11,14,10,8,10,7,10,7,23,15,20,17,9,46,11,8,9,10,9,12,14,14,17,12,13,100,89,38
IS,冰岛,其他,https://www.fluentpython.com/data/flags/is/is.gif,欧洲,IS,0,0,0,0,41,0,0,36,37,31,25,0,0,0,0,0,55,20,19,0,0,0,15,14,14,0,12,13,0,12,34,26,12,23,0,17,0,10,0,8,7,7,13,0,22,0,23,5,15,0,5,5,10,0,5,17,0,5,13,4,9,5,4,4,11,8,12,14,9,8,4,4,0,15,7,7,3,13,0,8,8,7,9,3,6,0,0,3,2,3,13,3,9,5,7,9,4,5,15,11,2,0,2,10,12,0,6,6,2,10,6,8,6,11,13,6,2,4,11,12,12,9,8,32,13,9,10,6,5,7,3,8,5,5,3,5,11,6,9,10,7,11,11,12,8,5,5,10,6,8,14,8,9,20,10,12,8,8,8,17,20,14,20,7,12,8,16,11,11,13,14,6,19,14,33,11,13,19,11,7,13,11,12,8,12,17,23,15,18,14,9,18,14,7,10,13,7,5,4,3,4,6,11,10,11,6,11,8,3,1,6,10,7,12,21,9,13,20,10,100,71,38
TH,泰国,其他,https://www.fluentpython.com/data/flags/th/th.gif,亚洲,TH,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,24,0,23,18,17,16,7,26,7,0,0,6,13,15,6,11,5,14,5,5,13,14,4,4,11,4,3,5,5,7,2,10,18,7,13,12,2,5,7,6,2,7,13,13,9,9,9,9,7,9,5,8,2,9,11,15,9,8,9,3,5,8,3,3,8,10,10,10,7,3,6,15,15,13,4,7,12,16,12,10,11,9,10,8,11,12,10,17,16,17,15,8,13,10,13,16,15,12,8,7,6,8,10,7,10,13,21,26,17,14,10,9,8,8,9,10,9,11,14,21,22,13,11,10,7,8,11,14,17,16,20,28,21,11,11,10,11,6,8,12,16,16,24,21,38,54,15,15,17,15,15,15,15,21,27,28,29,24,57,8,19,21,21,20,34,50,59,76,88,64,66,74,80,67,55,58,77,79,92,74,73,52,52,64,49,60,70,77,74,51,39,51,49,35,33,39,47,36,39,69,92,43,63,100,73,38
AT,奥地利,其他,https://www.fluentpython.com/data/flags/at/at.gif,欧洲,AT,0,0,5,7,7,7,7,6,7,11,6,3,9,8,11,9,5,9,15,5,13,8,9,8,8,7,6,6,7,11,11,7,9,8,10,10,10,5,7,7,6,10,12,10,7,12,10,10,8,9,10,11,10,9,12,11,13,15,16,13,10,16,12,16,14,16,17,15,17,20,21,19,20,20,19,18,20,20,18,26,24,26,24,23,26,26,7,10,8,8,8,8,8,9,8,8,9,8,9,8,9,7,8,14,9,11,9,7,7,7,9,7,8,6,7,7,10,11,10,10,10,13,12,19,10,8,7,8,7,7,7,7,7,8,7,7,8,8,8,7,7,7,6,7,9,7,8,8,8,8,8,7,8,7,9,8,7,11,11,9,10,14,15,11,11,9,9,7,8,9,10,9,9,8,16,8,11,10,10,10,13,10,9,10,9,12,12,12,12,12,9,12,11,11,11,11,7,6,6,5,6,6,6,9,10,7,5,6,6,8,6,7,8,10,14,13,14,11,14,100,85,36
PL,波兰,其他,https://www.fluentpython.com/data/flags/pl/pl.gif,欧洲,PL,0,0,5,5,7,3,7,6,6,5,5,4,8,5,5,4,4,6,7,5,4,7,4,5,4,4,4,4,6,5,5,5,4,5,4,4,4,4,3,4,4,5,4,3,5,5,6,4,4,4,5,4,4,5,5,3,5,5,5,4,4,4,4,5,5,5,4,4,5,4,6,6,6,7,6,8,6,5,6,7,9,9,10,8,9,6,3,4,4,4,4,3,4,4,4,5,4,4,5,4,4,4,5,10,6,5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,7,8,16,6,4,4,4,4,5,5,5,5,5,4,5,6,5,5,5,5,6,5,6,7,7,5,6,6,7,7,7,7,7,8,8,9,9,7,8,8,9,9,8,10,10,10,10,10,11,9,10,10,10,12,10,11,13,11,13,14,12,9,12,12,13,12,13,13,13,11,13,14,12,11,10,9,6,6,7,7,8,8,10,12,9,6,8,8,8,8,8,9,10,16,12,18,11,10,100,79,36
RE,留尼汪,其他,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Proposed_flag_of_R%C3%A9union_%28VAR%29.svg/240px-Proposed_flag_of_R%C3%A9union_%28VAR%29.svg.png,非洲,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,7,3,7,0,0,0,6,0,0,4,8,0,3,5,40,2,15,7,4,7,4,2,0,0,4,2,2,2,10,0,4,15,2,0,0,0,2,6,0,5,2,0,0,11,0,3,6,2,2,0,6,2,2,8,0,6,2,0,2,2,7,0,2,5,0,5,0,2,2,0,2,0,6,8,3,2,2,2,3,6,14,2,11,0,0,4,12,7,2,2,7,4,5,11,7,5,7,5,3,13,7,0,16,3,15,0,16,0,3,7,10,15,11,12,0,20,14,4,15,20,4,12,0,12,8,0,8,93,100,36
KR,韩国,其他,https://www.fluentpython.com/data/flags/kr/kr.gif,亚洲,KR,0,0,16,15,0,0,12,12,27,26,13,0,0,25,12,0,42,24,0,11,11,11,10,0,0,0,18,9,16,0,0,7,14,20,13,6,0,12,11,23,0,22,4,8,16,4,13,15,11,8,16,17,10,7,20,10,20,15,14,6,13,10,13,20,12,12,15,15,12,10,18,16,12,20,15,10,24,5,19,5,5,4,3,8,3,2,4,6,10,11,7,7,6,12,11,10,10,7,7,2,6,6,8,17,8,7,7,10,7,11,6,9,7,5,8,7,6,7,4,8,8,6,10,14,7,8,9,5,6,7,6,7,7,5,4,5,9,5,7,8,5,7,6,9,8,8,7,10,8,8,10,7,8,12,18,11,12,11,10,12,9,12,12,11,11,7,9,11,10,11,7,10,11,11,11,7,16,17,12,11,9,12,10,14,19,16,18,14,16,13,20,17,18,19,19,19,25,12,15,19,14,13,20,32,61,30,14,24,66,51,48,37,34,36,34,32,36,29,21,100,74,36
DE,德国,其他,https://www.fluentpython.com/data/flags/de/de.gif,欧洲,DE,0,0,4,5,4,8,7,6,6,6,6,6,8,7,6,8,8,8,9,7,8,7,7,7,8,7,10,9,8,10,10,10,10,11,11,10,11,10,7,6,6,7,6,6,7,7,6,6,6,6,6,6,6,6,7,7,8,8,8,7,8,9,8,9,9,9,10,10,10,10,11,13,13,15,14,17,18,19,18,19,17,19,18,19,19,19,6,7,7,7,6,7,7,6,7,7,8,6,8,7,7,7,8,12,8,12,6,7,6,6,6,6,7,6,6,7,7,7,6,7,6,9,11,19,10,8,7,7,7,8,7,7,7,8,6,8,7,8,7,7,8,7,7,7,7,7,7,9,8,7,8,7,7,7,9,7,7,10,7,9,9,10,14,18,16,17,17,16,16,17,15,15,16,12,16,10,11,11,10,10,10,10,8,9,9,10,10,10,11,10,10,11,10,10,10,9,7,5,6,6,6,6,6,8,9,8,5,6,6,6,6,6,8,8,20,9,20,7,8,98,100,35
LV,拉脱维亚,其他,https://www.fluentpython.com/data/flags/lv/lv.gif,欧洲,LV,0,0,47,11,37,78,25,19,38,17,58,56,72,51,11,40,14,37,54,32,16,28,16,18,20,19,21,11,14,15,21,16,45,16,21,23,24,25,20,13,19,30,25,28,25,24,28,16,25,18,18,18,21,16,28,19,26,24,23,23,26,15,13,25,14,21,16,19,25,17,13,15,20,22,23,20,22,29,26,26,28,23,19,28,17,23,16,23,23,23,24,20,28,27,21,17,27,25,32,29,33,29,31,27,34,34,25,25,25,24,20,19,26,31,24,21,25,23,23,20,24,31,45,65,40,19,23,24,20,21,21,18,20,16,18,22,24,24,17,23,23,19,21,23,22,18,21,23,22,28,26,25,30,27,24,26,27,27,27,27,27,36,34,29,34,26,24,27,26,23,23,24,27,29,28,31,31,36,35,31,34,27,24,25,26,32,31,43,36,43,32,33,25,28,30,25,20,13,16,22,19,19,13,20,18,14,15,15,17,14,18,18,24,24,24,25,24,22,23,100,77,34
SI,斯洛文尼亚,其他,https://www.fluentpython.com/data/flags/si/si.gif,欧洲,SI,0,0,0,0,0,7,0,0,13,6,15,10,5,4,7,8,7,12,24,24,15,3,9,0,8,7,7,2,4,7,8,10,7,6,5,2,1,1,4,3,7,6,4,8,9,3,6,4,7,11,4,7,4,13,5,4,6,7,2,5,3,3,4,5,3,2,3,5,4,4,5,5,3,4,7,4,5,5,7,3,2,3,7,2,5,3,2,4,7,4,5,10,4,6,5,8,5,5,7,5,6,5,5,9,12,16,6,5,5,3,4,6,6,8,6,3,6,4,8,7,5,4,8,15,9,6,6,6,57,85,54,52,42,9,21,49,43,34,28,25,8,5,6,7,8,7,6,7,5,8,6,6,6,6,7,3,6,5,7,6,6,8,18,7,10,7,5,12,9,6,7,10,10,7,17,9,11,12,9,5,11,8,12,7,9,10,9,8,8,7,9,10,8,9,7,9,6,4,5,5,4,5,5,9,20,10,3,5,5,4,5,7,9,6,10,13,10,7,9,100,100,34
IT,意大利,其他,https://www.fluentpython.com/data/flags/it/it.gif,欧洲,IT,0,0,6,4,7,9,8,7,10,7,9,6,11,7,7,7,6,9,9,9,8,6,9,7,5,6,6,7,7,8,7,7,8,8,7,8,6,6,7,7,7,7,8,7,7,9,16,7,8,7,5,6,6,5,6,7,8,8,6,6,6,6,6,6,6,7,7,7,7,9,10,14,18,11,9,10,11,12,13,14,14,18,14,14,15,16,5,5,6,6,5,5,6,6,5,6,5,5,5,5,5,5,5,11,8,7,6,5,5,6,5,5,5,5,5,5,5,6,5,5,5,8,9,20,9,6,5,4,5,6,5,5,5,5,4,5,8,14,7,5,5,5,5,5,5,4,5,8,7,6,5,5,6,6,20,7,18,7,5,5,5,6,8,7,6,6,8,6,6,6,6,7,21,9,11,6,6,7,6,6,7,6,6,7,8,6,7,7,8,8,7,7,6,6,6,5,4,4,4,4,4,4,5,27,7,11,4,4,4,4,4,5,5,14,6,5,7,5,5,100,92,33
TD,乍得,其他,https://www.fluentpython.com/data/flags/td/td.gif,非洲,TD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,19,0,9,0,0,10,0,7,0,0,32,0,0,0,0,0,0,0,0,0,0,8,8,8,0,4,4,5,5,6,0,5,0,5,0,0,0,0,9,15,5,0,5,0,0,0,15,0,0,11,5,6,19,7,0,6,0,0,0,0,0,0,19,33,13,0,5,0,0,0,5,5,0,13,0,0,5,0,4,0,11,19,100,9,0,9,12,0,0,11,14,13,27,54,53,21,0,25,31,32
DO,多米尼加,其他,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_the_Dominican_Republic.svg/206px-Flag_of_the_Dominican_Republic.svg.png,北美,DO,0,0,0,0,0,0,0,0,0,0,0,0,46,0,42,0,0,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,9,0,0,24,8,8,16,8,7,0,0,0,8,31,7,7,0,7,7,0,0,0,7,0,7,7,13,7,7,0,0,13,0,0,0,0,9,2,6,4,2,4,10,2,4,0,2,8,0,2,5,2,5,2,11,5,8,0,3,3,4,6,0,6,7,1,4,3,10,7,5,6,15,14,14,13,6,11,9,9,6,6,8,3,10,2,10,7,11,9,5,1,7,4,6,6,11,7,5,8,5,11,3,5,3,8,10,15,16,7,5,3,9,5,7,4,7,6,6,9,7,8,11,9,24,6,7,6,5,14,13,36,36,24,30,25,13,11,20,16,17,18,26,25,30,33,22,16,19,17,27,13,24,21,38,36,42,56,70,100,65,53,43,29,36,33,52,49,53,97,53,32
HU,匈牙利,其他,https://www.fluentpython.com/data/flags/hu/hu.gif,欧洲,HU,0,0,12,3,7,3,19,7,3,5,8,12,9,12,3,4,9,7,8,10,4,7,8,5,6,6,6,7,2,7,5,7,3,3,5,10,9,4,7,9,5,4,4,4,8,9,5,8,6,6,6,7,7,7,6,5,7,7,6,8,7,6,4,7,6,7,6,5,6,7,6,7,7,11,6,7,6,11,10,7,10,10,9,9,8,13,7,6,6,8,6,6,7,6,9,8,5,7,7,7,6,7,8,8,8,6,7,7,7,9,8,7,10,7,7,6,7,8,6,8,10,12,14,43,11,7,9,6,7,7,8,7,7,11,7,9,10,13,9,9,6,6,8,7,10,8,7,9,8,7,7,8,8,9,12,8,8,10,10,10,9,11,12,8,10,10,11,10,11,13,9,11,13,11,17,10,11,12,13,15,14,14,10,12,14,14,15,15,13,14,14,14,16,16,12,12,10,9,7,8,8,9,12,61,27,40,9,9,10,9,10,9,9,12,14,16,20,12,13,100,70,32
FR,法国,其他,https://www.fluentpython.com/data/flags/fr/fr.gif,欧洲,FR,0,0,8,3,7,7,5,6,9,5,7,6,7,6,5,5,6,6,5,5,4,5,5,4,5,4,5,4,3,5,6,4,5,5,5,9,6,5,4,4,4,4,4,4,6,6,6,6,5,5,4,4,4,5,5,4,5,5,6,5,4,4,4,5,7,15,5,4,5,7,6,5,6,7,6,8,14,16,17,17,19,22,19,18,21,20,4,5,5,5,4,5,5,5,5,5,6,6,8,6,6,5,6,8,6,7,27,6,13,5,5,8,5,5,5,5,7,6,6,6,7,7,8,22,8,6,5,5,6,6,5,5,5,6,4,20,5,6,5,5,6,6,6,6,6,5,5,7,7,6,6,6,7,6,7,6,6,6,5,5,5,6,6,5,6,6,6,5,6,6,5,7,7,5,13,5,6,8,5,9,8,7,6,7,10,7,7,7,8,8,6,7,7,6,6,6,6,5,4,4,4,5,5,9,16,9,4,5,5,4,5,5,5,6,10,12,12,7,6,81,100,31
MK,北马其顿,其他,https://www.fluentpython.com/data/flags/mk/mk.gif,欧洲,MK,0,0,0,0,0,0,84,0,99,0,0,81,0,0,60,0,0,0,96,45,0,47,0,0,66,62,31,0,49,27,0,75,0,26,0,0,69,0,15,30,0,0,24,0,12,35,12,53,48,15,12,12,15,30,0,32,0,0,29,0,14,13,12,37,0,0,22,36,26,14,22,43,31,29,21,10,8,28,10,21,11,22,0,0,15,7,6,15,14,8,13,8,11,9,4,4,9,14,10,11,10,9,5,13,11,11,17,10,11,4,6,11,7,4,10,5,11,5,6,6,10,15,15,40,11,6,9,2,9,8,6,7,5,7,6,4,6,9,5,9,9,4,9,11,11,6,3,9,7,7,9,11,9,7,21,9,5,13,8,11,11,31,20,10,10,14,20,13,9,14,7,7,19,17,29,15,9,10,16,11,8,11,15,15,16,23,14,15,13,18,17,17,20,13,21,12,13,11,12,18,18,19,15,19,30,24,11,12,14,12,15,12,13,16,18,13,22,13,15,100,81,31
ES,西班牙,其他,https://www.fluentpython.com/data/flags/es/es.gif,欧洲,ES,0,0,6,6,8,10,4,7,9,8,7,10,13,8,8,8,7,9,10,9,9,11,6,7,6,6,5,6,7,7,6,8,7,8,12,6,6,7,5,6,4,7,6,7,7,5,7,6,5,5,5,6,7,6,5,5,6,8,7,6,6,5,6,8,7,6,7,6,7,8,14,10,11,20,9,10,12,11,11,12,14,16,12,15,16,16,5,5,6,6,6,6,6,7,6,7,6,7,7,7,7,7,7,22,15,11,8,7,6,6,5,6,7,7,6,7,8,10,8,7,7,10,14,38,13,8,7,6,9,9,8,7,6,7,6,9,8,7,7,7,8,8,8,9,8,6,8,10,9,7,9,7,9,8,10,9,9,8,8,9,8,9,13,10,11,10,9,9,8,9,8,11,11,16,93,11,11,14,12,10,10,9,9,11,11,11,12,12,14,13,12,11,10,11,11,11,9,8,7,7,7,9,9,10,27,10,7,9,10,8,8,9,10,11,11,25,30,16,16,100,96,31
AD,安道尔,其他,https://www.fluentpython.com/data/flags/ad/ad.gif,欧洲,AD,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,22,0,0,0,0,0,20,0,0,19,0,16,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,14,0,0,25,0,0,0,10,10,9,0,0,0,0,12,0,0,0,0,8,0,31,0,0,0,0,9,0,0,0,16,0,0,7,0,15,16,8,0,0,20,21,0,17,6,16,13,7,0,0,0,0,0,0,6,29,37,0,0,0,0,7,13,19,0,6,5,18,14,0,0,0,12,0,17,0,0,15,9,42,9,4,5,0,6,12,0,12,16,23,10,17,14,8,5,16,24,6,5,0,5,5,4,72,21,8,9,38,0,0,4,5,5,0,12,41,19,11,24,4,15,13,8,4,8,8,23,17,22,12,7,4,16,0,3,7,10,15,12,0,0,7,7,11,4,0,10,8,18,25,12,29,57,33,30
BR,巴西,其他,https://www.fluentpython.com/data/flags/br/br.gif,南美,BR,0,0,6,0,4,3,12,4,9,9,5,8,6,7,2,4,6,5,6,3,6,1,1,4,4,5,2,4,0,5,5,8,3,5,3,4,1,3,3,3,2,3,2,3,2,4,6,3,5,4,2,7,2,3,5,4,3,3,3,4,2,9,25,8,6,5,5,6,4,6,6,3,4,7,4,3,4,4,2,6,4,10,6,6,6,7,5,3,5,3,4,4,5,3,4,4,4,4,4,4,3,3,3,6,6,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3,3,4,4,13,6,4,4,3,4,4,3,3,3,3,5,4,4,3,3,3,3,3,4,3,4,3,14,11,9,11,12,11,9,11,10,10,10,8,3,4,7,14,4,4,4,6,5,3,3,4,3,6,7,8,26,5,7,11,6,6,8,8,7,9,13,8,10,9,12,11,10,9,9,12,12,13,11,9,8,10,9,9,19,21,18,15,11,18,17,11,12,8,10,12,17,17,20,15,10,100,66,30
MA,摩洛哥,其他,https://www.fluentpython.com/data/flags/ma/ma.gif,非洲,MA,0,0,0,0,0,0,0,0,0,0,15,0,26,0,10,9,0,7,0,6,5,23,10,8,7,3,9,6,5,5,0,5,8,5,7,4,4,4,5,3,3,3,0,4,8,7,8,5,5,7,2,6,3,3,1,5,3,4,5,2,3,3,2,3,3,5,1,1,9,7,9,7,6,12,2,2,2,2,1,7,6,11,1,1,4,1,1,2,3,3,3,5,5,7,5,7,4,2,3,4,3,6,4,7,8,5,8,5,5,3,4,3,4,3,4,3,5,7,7,4,4,4,5,8,4,5,3,3,5,4,4,3,3,3,5,4,5,4,3,4,7,5,4,5,6,7,4,5,4,4,4,5,5,6,10,7,5,7,4,4,5,5,6,9,9,6,9,6,7,7,8,7,8,10,43,8,11,19,13,11,14,12,8,15,13,11,21,14,19,15,14,20,17,17,15,17,12,16,18,17,16,15,26,23,100,22,10,20,25,20,20,19,15,20,23,50,63,17,12,43,33,30
SE,瑞典,其他,https://www.fluentpython.com/data/flags/se/se.gif,欧洲,SE,0,0,3,2,7,9,10,10,6,11,6,7,15,2,7,9,12,12,19,12,11,9,8,5,6,6,4,5,4,11,8,9,6,5,7,8,8,7,6,6,7,7,7,9,9,10,9,8,7,7,6,6,9,6,7,7,9,7,8,8,10,10,11,9,11,13,10,11,11,10,19,10,11,19,10,11,13,14,11,11,14,12,10,15,15,16,7,9,9,10,8,9,10,9,8,8,8,25,17,13,17,13,19,40,11,8,12,10,10,7,8,7,8,6,7,7,9,7,7,6,7,11,11,24,13,10,10,9,11,12,10,8,9,8,7,11,10,9,8,10,10,9,10,9,8,10,8,9,10,10,13,12,13,8,10,11,7,8,9,8,13,15,16,9,10,9,9,8,9,8,8,11,10,11,20,10,10,10,9,12,11,10,9,11,13,10,13,12,12,11,17,13,19,12,11,8,8,6,6,7,8,7,6,10,11,8,9,7,7,7,9,10,9,9,9,10,10,9,9,100,74,30
UA,乌克兰,其他,https://www.fluentpython.com/data/flags/ua/ua.gif,欧洲,UA,0,0,60,62,62,62,59,73,77,80,71,68,62,59,68,71,71,70,73,77,84,86,77,74,74,69,75,74,71,70,75,76,76,75,77,72,70,61,75,82,84,84,87,90,96,99,95,89,88,82,87,86,84,85,87,92,90,90,89,79,76,77,80,82,80,83,83,89,99,90,91,90,89,90,86,94,96,90,95,95,100,98,96,90,84,76,69,74,76,75,74,74,79,78,77,76,71,64,65,66,67,68,72,69,74,73,72,68,66,63,59,61,65,67,63,63,66,65,67,64,59,60,58,59,53,56,58,59,60,63,63,63,58,58,54,55,58,62,59,61,65,63,65,67,59,59,55,55,58,59,60,59,58,61,62,63,59,55,54,54,59,58,59,59,63,61,59,58,57,53,51,52,54,53,57,58,56,57,54,56,51,48,46,47,51,49,53,54,54,54,51,53,50,46,44,46,44,32,39,48,48,48,49,47,41,41,42,46,46,45,48,48,50,52,49,46,41,42,41,42,32,30
NL,荷兰,其他,https://www.fluentpython.com/data/flags/nl/nl.gif,欧洲,NL,0,0,7,5,12,10,6,10,7,7,8,7,7,6,7,9,7,9,12,11,9,9,7,7,4,8,7,6,7,9,7,11,10,8,9,8,7,7,8,7,8,9,9,7,10,9,7,9,9,9,8,9,6,10,11,10,12,11,12,9,9,10,9,11,11,12,11,10,11,13,14,12,14,13,10,11,12,13,13,11,15,52,13,14,17,13,7,10,8,9,8,9,9,9,7,8,9,10,10,7,9,9,11,15,36,33,9,10,9,8,7,7,7,8,7,11,9,9,8,9,10,13,14,33,13,13,9,8,14,10,8,24,23,24,22,28,30,29,27,23,13,12,12,16,13,18,9,13,13,13,12,11,14,13,16,11,10,11,9,10,10,11,34,62,67,58,55,54,79,61,38,40,40,29,35,21,21,100,21,21,23,18,18,19,15,14,15,14,14,14,12,12,11,11,11,9,9,7,7,7,7,8,15,10,15,9,6,8,7,6,7,6,9,9,10,11,10,10,9,93,79,28
ZW,津巴布韦,其他,https://www.fluentpython.com/data/flags/zw/zw.gif,非洲,ZW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,11,8,0,7,0,0,0,0,0,4,0,12,4,4,0,4,4,4,0,10,10,6,6,3,3,3,9,3,0,3,0,6,9,13,7,10,10,25,6,12,3,3,66,34,41,11,13,11,14,5,29,35,10,11,33,30,41,16,17,16,7,24,7,26,15,5,8,7,21,13,3,24,26,5,17,14,3,2,8,21,35,69,5,12,39,21,19,14,10,10,31,58,30,53,11,19,12,14,15,17,13,13,11,27,20,2,16,19,29,33,47,100,39,15,11,21,8,31,11,22,28,34,74,79,25,14,48,74,28
