alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
MY,马来西亚,其他,https://www.fluentpython.com/data/flags/my/my.gif,亚洲,MY,0,0,0,0,367954272,367954272,367954272,367954272,582594264,582594264,674582832,873891396,981211392,981211392,1057868532,1057868532,1119194244,1195851384,1272508524,1333834236,1333834236,1333834236,1395159948,1502479944,1502479944,1502479944,1502479944,1609799940,1609799940,1609799940,1824439932,1824439932,1947091356,2023748496,2023748496,2131068492,2161731348,2223057060,2253719916,2315045628,2391702768,2453028480,2545017048,2545017048,2621674188,2652337044,2682999900,2698331328,2713662756,2790319896,2882308464,2912971320,2928302748,2989628460,3096948456,3158274168,3250262736,3296257020,3311588448,3357582732,3434239872,3449571300,3526228440,3572222724,3648879864,3725537004,3817525572,3863519856,3924845568,3955508424,4001502708,4078159848,4139485560,4170148416,4246805556,4308131268,4323462696,4338794124,4354125552,4384788408,4476776976,4507439832,4553434116,4599428400,4614759828,4660754112,4722079824,4768074108,4814068392,4875394104,4921388388,4967382672,4998045528,5044039812,5105365524,5151359808,5212685520,5243348376,5289342660,5335336944,5365999800,5411994084,5457988368,5488651224,5565308364,5626634076,5703291216,5779948356,5841274068,5917931208,6071245488,6178565484,6255222624,6331879764,6485194044,6577182612,6730496892,6960468312,7175108304,7405079724,7619719716,7757702568,7926348276,8156319696,8324965404,8447616828,8600931108,8861565384,9014879664,9183525372,9306176796,9536148216,9720125352,9873439632,10088079624,10318051044,10486696752,10655342460,11007965304,11222605296,11513902428,11728542420,11989176696,12326468112,12602433816,12847736664,13062376656,13384336644,13721628060,14396210892,14718170880,15009468012,15346759428,15576730848,15898690836,16266645108,16603936524,16895233656,17217193644,17554485060,17891776476,18229067892,18551027880,18857656440,19394256420,19838867832,20145496392,20574776376,21218696352,21785959188,22215239172,22705844868,23089130568,23503079124,23825039112,24162330528,24560947656,25020890496,25434839052,25940776176,26370056160,26829999000,27243947556,27627233256,28209827520,28639107504,29145044628,29604987468,30095593164,30448216008,30877495992,31398764544,32195998800,32809255920,33468507324,34311735864,34924992984,35492255820,36212832936,36979404336,38052604296,38972489976,40352318496,41210878464,42238084140,43403272668,45089729748,46714861116,48309329628,49704489576,50900340960,51774232356,52648123752,53445358008,54227260836,55239135084,56572969320,57630837852,58734700668,59777237772,60911763444
EG,埃及,其他,https://www.fluentpython.com/data/flags/eg/eg.gif,非洲,EG,0,0,0,0,0,0,0,0,0,0,0,0,444611412,444611412,812565684,812565684,1088531388,1088531388,1349165664,1349165664,1349165664,1349165664,1563805656,1563805656,1962422784,1962422784,2315045628,2315045628,2315045628,2315045628,2560348476,2560348476,2560348476,2652337044,2759657040,2958965604,2958965604,3112279884,3265594164,3326919876,3326919876,3326919876,3326919876,3372914160,3449571300,3495565584,3541559868,3618217008,3618217008,3694874148,3725537004,3756199860,3786862716,3878851284,3940176996,4016834136,4016834136,4016834136,4047496992,4093491276,4154816988,4216142700,4277468412,4338794124,4446114120,4446114120,4476776976,4522771260,4599428400,4630091256,4706748396,4814068392,4814068392,4860062676,4875394104,4921388388,4967382672,4967382672,5013376956,5074702668,5105365524,5136028380,5212685520,5228016948,5274011232,5350668372,5427325512,5427325512,5457988368,5473319796,5519314080,5534645508,5580639792,5595971220,5641965504,5687959788,5733954072,5779948356,5795279784,5825942640,5856605496,5902599780,5948594064,5963925492,5994588348,6025251204,6071245488,6132571200,6193896912,6239891196,6285885480,6377874048,6423868332,6515856900,6623176896,6669171180,6745828320,6853148316,6929805456,7037125452,7144445448,7221102588,7328422584,7435742580,7543062576,7635051144,7696376856,7880353992,8003005416,8202313980,8324965404,8478279684,8662256820,8754245388,8876896812,8984216808,9060873948,9198856800,9597473928,9827445348,10072748196,10256725332,10502028180,10793325312,10992633876,11161279584,11329925292,11498571000,11682548136,12065833836,12249810972,12357130968,12464450964,12602433816,12847736664,13077708084,13200359508,13384336644,13537650924,13721628060,13966930908,14166239472,14503530888,14764165164,15178113720,15684050844,16067336544,16404627960,17002553652,17355176496,17677136484,18244399320,18658347876,19148953572,19516907844,19869530688,20206822104,20697427800,21341347776,21893279184,22552530588,23579736264,24116336244,24714261936,25496164764,26002101888,26768673288,27335936124,27903198960,28608444648,29313690336,30018936024,30969484560,31858707384,32671273068,33468507324,34051101588,34465050144,35154964404,35875541520,36795427200,37638655740,38543209992,39325112820,40076352792,40965575616,42483386988,43725232656,44783101188,45764312580,46990826820,48232672488,49597169580,51038323812,52372158048,53659998000,55438443648,56940923592,58198100688,59179312080,60298506324
HN,洪都拉斯,其他,https://www.fluentpython.com/data/flags/hn/hn.gif,北美,HN,0,0,0,0,0,0,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,2514354192,2514354192,3357582732,3357582732,3357582732,3357582732,3357582732,4154816988,4154816988,5074702668,5074702668,5074702668,5074702668,5074702668,5074702668,5657296932,6163234056,6163234056,6163234056,6163234056,6163234056,6163234056,6638508324,6638508324,6638508324,6638508324,6638508324,7021794024,7021794024,7405079724,7757702568,7757702568,7757702568,8524273968,8876896812,8876896812,9183525372,9490153932,9490153932,9490153932,9490153932,10103411052,10103411052,10103411052,10456033896,10456033896,10456033896,10456033896,10716668172,10716668172,10716668172,10931308164,10931308164,10931308164,11406582432,11667216708,11667216708,11667216708,11667216708,11943182412,11943182412,12219148116,12464450964,12464450964,12694422384,13154365224,13369005216,13629639492,13629639492,13690965204,13936268052,14089582332,14212233756,14365548036,14580188028,14733502308,14871485160,15024799440,15116788008,15316096572,15423416568,15668719416,15898690836,15990679404,15990679404,16082667972,16312639392,16358633676,16680593664,16971890796,17171199360,17416502208,17600479344,17784456480,17937770760,17968433616,17999096472,18198405036,18413045028,18765667872,18949645008,19179616428,19317599280,19562902128,19624227840,19777542120,20114833536,20467456380,20712759228,20942730648,21065382072,21387342060,21693970620,22000599180,22322559168,22659850584,22966479144,23319101988,23564404836,23779044828,24101004816,24376970520,24683599080,24898239072,25204867632,25419507624,25772130468,25986770460,26278067592,26554033296,26814667572,27121296132,27550576116,27826541820,28102507524,28424467512,28746427500,29007061776,29451673188,29773633176,30110924592,30340896012,30601530288,30816170280,31122798840,31536747396,31828044528,32150004516,32456633076,32839918776,33054558768,33637153032,33851793024,34173753012,34587701568,34940324412,35323610112,35706895812,35998192944,36304821504,36672775776,36979404336,37470010032,37853295732,38205918576,38497215708,39141135684,39769724232,40183672788,40643615628,41180215608,41747478444,42146095572,42836009832,43203964104,44246501208,44875089756,45457684020,45963621144,46423563984,46914169680,47450769660,48064026780,48646621044,49121895312,49750483860,50333078124,50961666672,51436940940,52249506624,52924089456,53430026580,54012620844,54702535104,55193140800,55545763644,55990375056,56373660756,56772277884,57462192144,58090780692,59010666372,59715912060,60267843468
GT,瓜地马拉,其他,https://www.fluentpython.com/data/flags/gt/gt.gif,北美,GT,0,0,0,0,0,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1180519956,1671125652,1671125652,1671125652,1671125652,1671125652,1671125652,1671125652,1671125652,1947091356,1947091356,2207725632,2468359908,2713662756,2713662756,2943634176,3173605596,3173605596,3173605596,3372914160,3372914160,3541559868,3725537004,3863519856,4154816988,4538102688,4538102688,4660754112,4660754112,4798736964,4798736964,5457988368,5457988368,5841274068,5948594064,5948594064,6301216908,6408536904,6638508324,6638508324,6638508324,6776491176,6929805456,7405079724,7405079724,7681045428,7681045428,7788365424,8018336844,8110325412,8278971120,8370959688,8370959688,8554936824,8554936824,8646925392,8800239672,8938222524,9014879664,9152862516,9229519656,9428828220,9551479644,9873439632,9934765344,9934765344,10164736764,10272056760,10394708184,10517359608,10578685320,10686005316,10808656740,10869982452,10992633876,11161279584,11207273868,11329925292,11391251004,11544565284,11713210992,11805199560,11866525272,11943182412,12065833836,12157822404,12295805256,12311136684,12372462396,12510445248,12648428100,12663759528,12786410952,12817073808,12985719516,13123702368,13292348076,13476325212,13721628060,13859610912,14043588048,14227565184,14472868032,14702839452,14856153732,15055462296,15408085140,15684050844,15852696552,16021342260,16312639392,16527279384,16680593664,17017885080,17201862216,17462496492,17677136484,17907107904,18152410752,18551027880,18780999300,19072296432,19409587848,19639559268,19900193544,20191490676,20406130668,20697427800,20881404936,21188033496,21617313480,22061924892,22337890596,22721176296,22935816288,23181119136,23641061976,23963021964,24208324812,24499621944,24882907644,25097547636,25342850484,25634147616,25986770460,26400719016,26799336144,27167290416,27458587548,27872536104,28240490376,28746427500,29329021764,29773633176,30126256020,30570867432,30846833136,31138130268,31521415968,31920033096,32257324512,32655941640,33161878764,33529833036,34127758728,34664358708,35200958688,35645570100,36059518656,36534792924,36856752912,37439347176,37807301448,39478427100,40229667072,40996238472,41655489876,42330072708,42774684120,43387941240,43970535504,44660449764,45273706884,46208923992,46837512540,47358781092,48171346776,49290541020,50103106704,50501723832,51252963804,52050198060,52709449464,53399363724,54135272268,54671872248,55484437932,56434986468,57431529288,58658043528,59271300648,59976546336
GH,加纳,其他,https://www.fluentpython.com/data/flags/gh/gh.gif,非洲,GH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,766571400,1165188528,1165188528,1579137084,2039079924,2039079924,2422365624,2728994184,2728994184,2728994184,2728994184,2728994184,2728994184,3173605596,3173605596,3173605596,3173605596,3173605596,3173605596,3173605596,3173605596,3173605596,3173605596,3434239872,3434239872,3434239872,3633548436,4016834136,4016834136,4016834136,4124154132,4124154132,4124154132,4124154132,4507439832,4507439832,4507439832,4507439832,4584096972,4783405536,4844731248,4952051244,5059371240,5166691236,5228016948,5228016948,5228016948,5320005516,5411994084,5672628360,5718622644,5764616928,5933262636,6009919776,6193896912,6331879764,6377874048,6638508324,6791822604,6899142600,6960468312,7021794024,7328422584,7497068292,7527731148,7742371140,7941679704,8232976836,8416953972,8478279684,8539605396,8723582532,8907559668,9091536804,9198856800,9321508224,9505485360,9796782492,10042085340,10318051044,10471365324,10885313880,11176611012,11391251004,11590559568,11973845268,12311136684,12648428100,12847736664,13062376656,13430330928,13675633776,14288890896,14503530888,14932810872,15254770860,15745376556,15944685120,16404627960,16649930808,16941227940,17186530788,17585147916,17861113620,18259730748,18535696452,18903650724,19593564984,20206822104,20620770660,20958062076,21494662056,21831953472,22138582032,22521867732,23027804856,23365096272,23687056260,24039679104,24392301948,24760256220,25097547636,25603484760,26002101888,26661353292,27029307564,27458587548,28025850384,28501124652,29436341760,30202913160,30816170280,31260781692,31812713100,32088678804,32870581632,33529833036,34173753012,35630238672,36274158648,36841421484,37730644308,38328570000,39110472828,39938369940,40536295632,41256872748,41900792724,42713358408,44415146916,45641661156,46730192544,47696072508,48861261036,49750483860,50639706684,51421609512,52264838052,53399363724,54579883680,55929049344,57017580732,57983460696,58888014948
SN,塞内加尔,其他,https://www.fluentpython.com/data/flags/sn/sn.gif,非洲,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1272508524,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,1824439932,2361039912,2361039912,2591011332,2591011332,2591011332,2591011332,2820982752,2820982752,3265594164,3265594164,3265594164,3648879864,3648879864,3648879864,3648879864,3648879864,4124154132,4292799840,4292799840,4292799840,4292799840,4292799840,4952051244,4952051244,5228016948,5381331228,6071245488,6071245488,6071245488,6071245488,6193896912,6331879764,6331879764,6745828320,6745828320,6868479744,7052456880,7052456880,7405079724,7650382572,7987673988,7987673988,8171651124,8447616828,8738913960,9214188228,9306176796,9490153932,9735456780,10456033896,10624679604,10869982452,11176611012,11345256720,11421913860,11743873848,11835862416,12495113820,12571770960,12740416668,12939725232,13384336644,13583645208,14350216608,14549525172,14549525172,14840822304,15362090856,15868027980,15868027980,16174656540,16312639392,16450622244,16603936524,16741919376,17355176496,17723130768,18121747896,18413045028,19148953572,19685553552,19777542120,20114833536,20421462096,20850742080,21096044928,21663307764,22291896312,22690513440,22920484860,23441753412,23671724832,23825039112,24438296232,25204867632,25496164764,25910113320,26354724732,27243947556,27734553252,28685101788,29604987468,30049598880,30386890296,30800838852,31843375956,32640610212,33345855900,34219747296,35369604396,36258827220,36826090056,37577330028,38129261436,38711855700,39677735664,40352318496,41272204176,41962118436,42452724132,43633244088,44936415468,45871632576,46837512540,48523969620,49275209592,50317746696,51022992384,51390946656,52847432316,53767317996,55760403636,56526975036,57308877864,58290089256
DE,德国,其他,https://www.fluentpython.com/data/flags/de/de.gif,欧洲,DE,0,0,15331428,30662856,61325712,76657140,91988568,122651424,137982852,153314280,168645708,199308564,214639992,245302848,260634276,275965704,291297132,306628560,321959988,337291416,352622844,367954272,383285700,413948556,429279984,444611412,459942840,475274268,490605696,505937124,521268552,536599980,551931408,567262836,597925692,628588548,643919976,659251404,674582832,705245688,735908544,766571400,797234256,827897112,858559968,889222824,919885680,950548536,981211392,1011874248,1042537104,1073199960,1088531388,1119194244,1149857100,1180519956,1226514240,1272508524,1303171380,1333834236,1364497092,1395159948,1425822804,1456485660,1487148516,1533142800,1579137084,1609799940,1655794224,1686457080,1717119936,1747782792,1778445648,1809108504,1839771360,1870434216,1901097072,1931759928,1962422784,1993085640,2023748496,2054411352,2085074208,2115737064,2146399920,2177062776,2207725632,2238388488,2269051344,2299714200,2345708484,2376371340,2407034196,2437697052,2468359908,2499022764,2529685620,2560348476,2591011332,2637005616,2667668472,2698331328,2728994184,2774988468,2805651324,2836314180,2866977036,2928302748,2989628460,3020291316,3081617028,3142942740,3173605596,3234931308,3326919876,3403577016,3480234156,3618217008,3725537004,3894182712,4047496992,4154816988,4262136984,4400119836,4553434116,4691416968,4829399820,4998045528,5151359808,5304674088,5442656940,5626634076,5779948356,5917931208,6071245488,6239891196,6393205476,6592514040,6822485460,7037125452,7267096872,7543062576,7803696852,8079662556,8309633976,8539605396,8738913960,8984216808,9290845368,10210731048,10594016748,10885313880,11237936724,11513902428,11774536704,12111828120,12449119536,12709753812,13001050944,13445662356,13798285200,14258228040,14641513740,15040130868,15714713700,16343302248,16757250804,17201862216,17723130768,18121747896,18474370740,18934313580,19317599280,19700884980,20068839252,20436793524,20804747796,21280022064,21663307764,22123250604,22506536304,22951147716,23411090556,23840370540,24453627660,24974896212,25496164764,25971439032,26492707584,26921987568,27397261836,27918530388,28991730348,29681644608,30540204576,31659398820,32364644508,33008564484,33652484460,34465050144,35645570100,36672775776,38343901428,39279118536,40244998500,41272204176,42483386988,43525924092,44629786908,45519009732,46392901128,47190135384,47987369640,48861261036,49719821004,50915672388,52203512340,53276712300,54395906544,55331123652,56542306464
AF,阿富汗,其他,https://www.fluentpython.com/data/flags/af/af.gif,亚洲,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,2514354192,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3204268452,3740868432,3740868432,3740868432,3740868432,3740868432,3740868432,3740868432,3740868432,3740868432,3740868432,3863519856,3863519856,3863519856,3970839852,4078159848,4078159848,4078159848,4323462696,4461445548,4752742680,4829399820,5105365524,5243348376,5703291216,6224559768,6485194044,6899142600,7021794024,7205771160,7267096872,7497068292,7803696852,8064331128,8355628260,8662256820,8999548236,9428828220,9766119636,9950096772,9950096772,9950096772,10149405336,10272056760,10333382472,10517359608,10961971020,11283931008,11544565284,11774536704,11989176696,12265142400,12479782392,12571770960,12893730948,13353673788,14319553752,14411542320,14610850884,15254770860,15346759428,15592062276,16036673688,16312639392,16649930808,16941227940,17355176496,17646473628,18060422184,18152410752,18489702168,19133622144,19501576416,19746879264,20206822104,20973393504,21341347776,21632644908,22123250604,22613856300,22966479144,23135124852,23319101988,23687056260,24254319096,25189536204,26109421884,26722679004,27075301848,27335936124,27949193244,28715764644,29375016048,30325564584,30785507424,31352770260,31828044528,32379975936,33054558768,34081764444,34909661556,35384935824,36090181512,37117387188,37500672888,38481884280,39325112820,40566958488,41808804156,43173301248,44031861216,44553129768,45243044028,46561546836,47190135384,48309329628,48983912460,49934460996,50455729548,51406278084,51973540920,52525472328,53154060876,53966626560,54625877964,55331123652,55729740780,56128357908
UZ,乌兹别克斯坦,其他,https://www.fluentpython.com/data/flags/uz/uz.gif,亚洲,UZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,3004959888,3618217008,4400119836,4400119836,4400119836,4400119836,4400119836,4400119836,4400119836,4400119836,5258679804,5703291216,6117239772,6117239772,6117239772,6117239772,6117239772,6117239772,6117239772,6117239772,6117239772,6761159748,6761159748,6761159748,6761159748,6761159748,6761159748,6761159748,6761159748,6761159748,6761159748,6761159748,7052456880,7589056860,7865022564,7865022564,7865022564,7865022564,7865022564,8784908244,9076205376,9076205376,9321508224,9321508224,9536148216,9858108204,9965428200,9965428200,9965428200,9965428200,10502028180,10609348176,10701336744,10701336744,10777993884,11038628160,11084622444,11130616728,11222605296,11268599580,11268599580,11314593864,11498571000,11498571000,11636553852,11728542420,11805199560,12050502408,12157822404,12295805256,12479782392,12541108104,12648428100,12725085240,12755748096,12878399520,13016382372,13108370940,13200359508,13261685220,13460993784,13629639492,13767622344,13813616628,13920936624,13982262336,14104913760,14365548036,14595519456,14656845168,14825490876,15009468012,15254770860,15423416568,15730045128,16036673688,16159325112,16450622244,16680593664,16833907944,17232525072,17477827920,17845782192,18167742180,18443707884,18689010732,19087627860,19271604996,19700884980,19992182112,20268147816,20544113520,20682096372,20850742080,21050050644,21280022064,21433336344,21555987768,21770627760,21893279184,22061924892,22307227740,22583193444,22797833436,22997142000,23242444848,23564404836,23978353392,24499621944,24852244788,25511496192,25956107604,26201410452,26584696152,26738010432,27289941840,27627233256,27872536104,28194496092,28547118936,28869078924,29283027480,29650981752,30064930308,30356227440,30647524572,30938821704,32027353092,32563953072,32916575916,33391850184,34020438732,34710352992,35277615828,35860210092,36304821504,36657444348,37163381472,37883958588,38512547136,39294449964,40091684220,40750935624,41333529888,41992781292,42927998400,43556586948,44338489776,45105061176,45871632576,46607541120,48048695352,48907255320,49704489576,50486392404,51452272368,52356826620,53384032296,54273255120,55131815088
PK,巴基斯坦,其他,https://www.fluentpython.com/data/flags/pk/pk.gif,亚洲,PK,0,0,398617128,827897112,827897112,827897112,1149857100,1456485660,1456485660,1456485660,1456485660,1747782792,1747782792,1993085640,1993085640,1993085640,1993085640,1993085640,2376371340,2376371340,2376371340,2545017048,3066285600,3234931308,3587554152,3740868432,3740868432,4170148416,4308131268,4446114120,4568765544,4568765544,4676085540,4676085540,4676085540,4906056960,5013376956,5013376956,5212685520,5488651224,5641965504,5641965504,5641965504,5718622644,5779948356,5841274068,6071245488,6071245488,6132571200,6285885480,6347211192,6347211192,6531188328,6653839752,6776491176,6837816888,7021794024,7205771160,7573725432,7711708284,7773033996,7834359708,7987673988,8064331128,8125656840,8125656840,8202313980,8202313980,8416953972,8416953972,8662256820,8692919676,8769576816,8830902528,8999548236,9229519656,9275513940,9275513940,9275513940,9275513940,9321508224,9367502508,9582142500,9689462496,9735456780,9735456780,9796782492,9888771060,9904102488,9965428200,10042085340,10118742480,10149405336,10195399620,10256725332,10333382472,10394708184,10471365324,10532691036,10578685320,10624679604,10686005316,10731999600,10777993884,10808656740,10854651024,10900645308,10946639592,11038628160,11115285300,11161279584,11222605296,11314593864,11437245288,11575228140,11667216708,11789868132,12096496692,12219148116,12372462396,12495113820,12587102388,12694422384,12817073808,12909062376,13047045228,13185028080,13338342360,13476325212,13568313780,13675633776,13844279484,13951599480,14058919476,14212233756,14365548036,14472868032,14626182312,14856153732,14994136584,15178113720,15362090856,15515405136,15745376556,15868027980,16006010832,16159325112,16327970820,16481285100,16879902228,17140536504,17370507924,17585147916,17784456480,17937770760,18183073608,18351719316,18474370740,18673679304,18857656440,19010970720,19210279284,19394256420,19639559268,19946187828,20268147816,20559444948,20881404936,21479330628,21969936324,22291896312,22705844868,23043136284,23334433416,23687056260,23978353392,24208324812,24560947656,24928901928,25220199060,25542159048,25848787608,26293399020,26768673288,27305273268,27903198960,28669770360,29114381772,29528330328,29942278884,30432884580,30908158848,31889370240,32885913060,33560495892,34189084440,34649027280,35124301548,35722227240,36212832936,36887415768,37546667172,38282575716,38926495692,39616409952,40520964204,42299409852,43403272668,44323158348,45258375456,46055609712,46868175396,47788061076,48600626760,49336535304,50026449564,50931003816,52004203776,53000746596,53843975136,54610546536
TH,泰国,其他,https://www.fluentpython.com/data/flags/th/th.gif,亚洲,TH,0,0,0,0,0,0,214639992,383285700,459942840,521268552,827897112,919885680,1119194244,1119194244,1272508524,1333834236,1456485660,1533142800,1594468512,1686457080,1686457080,1763114220,1870434216,1870434216,2039079924,2115737064,2146399920,2177062776,2238388488,2376371340,2376371340,2483691336,2545017048,2682999900,2713662756,2744325612,2820982752,2866977036,2928302748,3004959888,3081617028,3127611312,3204268452,3265594164,3296257020,3342251304,3403577016,3434239872,3449571300,3510897012,3556891296,3648879864,3664211292,3694874148,3771531288,3924845568,4032165564,4108822704,4185479844,4231474128,4246805556,4308131268,4369456980,4384788408,4446114120,4538102688,4568765544,4599428400,4645422684,4691416968,4768074108,4783405536,4798736964,4814068392,4860062676,4921388388,4982714100,5028708384,5090034096,5151359808,5243348376,5274011232,5304674088,5350668372,5396662656,5427325512,5473319796,5488651224,5549976936,5595971220,5611302648,5626634076,5672628360,5703291216,5733954072,5795279784,5810611212,5856605496,5902599780,5948594064,5994588348,6025251204,6055914060,6086576916,6117239772,6147902628,6193896912,6224559768,6270554052,6301216908,6408536904,6485194044,6531188328,6592514040,6684502608,6761159748,6807154032,6899142600,6975799740,7067788308,7159776876,7221102588,7282428300,7374416868,7481736864,7558394004,7635051144,7711708284,7803696852,7911016848,7987673988,8079662556,8156319696,8263639692,8355628260,8508942540,8600931108,8723582532,8892228240,9014879664,9122199660,9260182512,9413496792,9566811072,9858108204,10088079624,10241393904,10440702468,10609348176,11038628160,11268599580,11728542420,12295805256,12709753812,12955056660,13231022364,13522319496,13890273768,14273559468,14626182312,15040130868,15546067992,15944685120,16389296532,16910565084,17385839352,17922439332,18397713600,19026302148,19470913560,20191490676,20682096372,21080713500,21509993484,21801290616,22092587748,22552530588,22935816288,23334433416,23717719116,24070341960,24438296232,24790919076,25143541920,25618816188,25971439032,26431381872,26875993284,27274610412,27657896112,28117838952,28531787508,29252364624,29727638892,30310233156,31015478844,31552078824,32012021664,32502627360,33468507324,34173753012,34863667272,35706895812,36350815788,37163381472,38205918576,40306324212,41732147016,42836009832,43909209792,45043735464,45994284000,46791518256,47466101088,48156015348,48983912460,50041780992,51084318096,52111523772,52985415168,53951295132
