alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
CO,哥伦比亚,其他,https://www.fluentpython.com/data/flags/co/co.gif,南美,Colombia,0,0,19,32,55,75,91,113,133,147,161,187,210,224,246,261,277,291,312,333,351,370,384,408,423,437,453,467,486,506,535,578,651,684,714,742,772,795,838,871,899,935,965,994,1022,1045,1072,1100,1128,1158,1187,1215,1241,1283,1331,1384,1421,1452,1480,1505,1534,1568,1604,1634,1662,1692,1731,1789,1840,1875,1910,1950,1988,2027,2066,2099,2136,2177,2216,2279,2332,2363,2393,2424,2458,2488,2524,2569,2603,2656,2706,2742,2774,2805,2838,2873,2911,2955,2994,3035,3073,3132,3173,3217,3246,3274,3319,3357,3394,3432,3472,3514,3556,3596,3634,3675,3710,3746,3782,3823,3872,3918,3980,4020,4062,4114,4170,4254,4310,4374,4423,4474,4524,4579,4652,4703,4744,4786,4833,4881,4920,4958,4994,5041,5079,5120,5164,5202,5235,5278,5314,5359,5402,5429,5459,5488,5519,5559,5586,5607,5629,5658,5687,5732,5761,5786,5805,5826,5849,5876,5901,5922,5947,5981,6007,6052,6152,6178,6207,6234,6256,6279,6300,6320,6352,6376,6393,6412,6427,6442,6457,6473,6489,6512,6530,6549,6566,6579,6590,6603,6621,6642,6657,6680,6698,6723,6744,6764,6784,6799,6818,6850,6878,6942,6980,7010,7038,7064,7096,7135,7163
BJ,贝宁,其他,https://www.fluentpython.com/data/flags/bj/bj.gif,非洲,Benin,0,0,32,32,69,69,69,96,96,121,141,165,189,212,212,212,230,230,247,263,263,279,293,307,307,307,307,320,320,333,366,378,389,410,421,421,441,441,441,451,477,486,515,522,522,528,528,544,549,555,555,555,555,572,589,593,605,613,617,635,651,670,684,689,698,717,731,755,765,770,775,780,790,802,834,840,859,859,872,879,885,885,891,897,903,909,927,935,947,954,993,1011,1024,1041,1053,1058,1073,1085,1107,1121,1144,1174,1204,1231,1254,1271,1305,1329,1359,1397,1426,1467,1506,1556,1590,1621,1652,1679,1730,1777,1858,1924,2004,2075,2137,2227,2323,2398,2452,2512,2582,2657,2733,2811,2890,2951,3030,3130,3228,3312,3384,3447,3532,3595,3665,3735,3785,3830,3870,3942,4001,4064,4133,4196,4250,4302,4354,4411,4458,4495,4533,4583,4645,4724,4773,4820,4861,4899,4932,4987,5022,5064,5118,5196,5252,5318,5402,5460,5514,5579,5630,5684,5726,5764,5832,5879,5914,5952,5980,6004,6032,6060,6092,6134,6161,6190,6218,6237,6254,6274,6297,6315,6333,6356,6374,6397,6415,6431,6449,6462,6479,6501,6518,6554,6582,6604,6624,6644,6653,6668,6685
CI,科特迪瓦,其他,https://www.fluentpython.com/data/flags/ci/ci.gif,非洲,Côte d’Ivoire,0,0,21,50,116,145,170,204,221,229,265,295,312,341,383,421,470,487,529,565,595,611,616,632,656,686,727,741,769,800,811,829,852,876,894,903,930,937,948,979,1018,1054,1081,1102,1113,1129,1155,1170,1185,1200,1220,1237,1249,1268,1291,1318,1328,1342,1357,1371,1381,1390,1411,1421,1439,1452,1481,1520,1541,1558,1571,1589,1608,1624,1640,1660,1674,1684,1708,1728,1736,1751,1762,1776,1793,1804,1819,1836,1847,1863,1880,1896,1910,1929,1943,1958,1977,1997,2012,2029,2047,2078,2111,2140,2157,2172,2189,2212,2232,2253,2277,2298,2319,2346,2374,2396,2419,2441,2464,2492,2529,2571,2620,2658,2701,2748,2800,2841,2872,2903,2938,2979,3017,3058,3097,3124,3162,3208,3260,3300,3335,3366,3396,3430,3463,3493,3523,3555,3590,3645,3695,3746,3816,3856,3894,3935,3989,4046,4082,4117,4158,4216,4292,4381,4431,4480,4527,4570,4609,4658,4700,4744,4803,4880,4948,5022,5122,5174,5231,5281,5326,5373,5415,5454,5515,5568,5615,5656,5684,5717,5754,5793,5831,5875,5911,5950,5986,6011,6034,6060,6087,6112,6137,6164,6187,6214,6238,6261,6283,6305,6330,6360,6387,6438,6479,6509,6541,6568,6584,6605,6634
ML,马里,其他,https://www.fluentpython.com/data/flags/ml/ml.gif,非洲,Mali,0,0,0,0,0,0,0,0,0,100,100,115,125,141,170,186,199,199,218,225,225,270,328,368,392,402,420,444,476,506,532,558,565,582,588,598,607,617,625,648,672,680,697,701,719,738,753,767,781,801,814,822,838,858,884,921,938,969,981,994,1009,1028,1037,1051,1064,1088,1090,1101,1122,1141,1153,1174,1185,1210,1216,1228,1247,1266,1275,1279,1295,1307,1329,1352,1399,1452,1478,1503,1525,1543,1570,1589,1600,1612,1628,1658,1678,1697,1716,1738,1765,1794,1822,1850,1874,1903,1970,2030,2090,2160,2203,2253,2317,2385,2449,2502,2548,2596,2640,2698,2764,2825,2894,2951,3009,3085,3152,3211,3259,3308,3365,3436,3495,3557,3624,3671,3725,3791,3861,3916,3966,4014,4067,4112,4159,4206,4248,4290,4341,4420,4485,4549,4622,4666,4713,4756,4803,4852,4885,4911,4946,4993,5051,5125,5164,5207,5250,5290,5324,5364,5405,5440,5486,5540,5592,5642,5704,5741,5778,5818,5849,5882,5913,5939,5981,6016,6045,6071,6091,6112,6133,6156,6177,6201,6224,6245,6267,6286,6307,6324,6342,6359,6373,6391,6404,6423,6437,6451,6467,6482,6498,6514,6528,6551,6570,6585,6597,6608,6615,6624,6633
KZ,哈萨克,其他,https://www.fluentpython.com/data/flags/kz/kz.gif,亚洲,Kazakhstan,0,0,0,0,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,120,120,120,120,164,164,164,164,222,283,301,301,327,327,327,358,387,395,411,411,419,435,443,464,482,493,499,522,539,567,593,643,701,718,764,797,829,857,899,921,967,991,1018,1049,1095,1138,1206,1220,1260,1296,1323,1342,1356,1363,1393,1423,1471,1515,1535,1550,1580,1601,1624,1665,1707,1743,1785,1844,1891,1935,1984,2023,2059,2100,2142,2184,2227,2284,2360,2427,2527,2613,2681,2742,2801,2865,2923,2982,3036,3091,3147,3204,3266,3318,3375,3424,3470,3521,3568,3627,3665,3707,3756,3810,3895,3970,4027,4076,4121,4164,4210,4274,4315,4351,4389,4438,4483,4519,4553,4589,4619,4654,4686,4719,4744,4768,4800,4829,4874,4945,4977,5002,5024,5062,5091,5116,5133,5152,5175,5200,5241,5266,5294,5312,5329,5349,5370,5388,5406,5427,5453,5479,5536,5615,5646,5674,5697,5717,5737,5756,5774,5801,5823,5843,5864,5884,5902,5919,5933,5949,5968,5984,6004,6019,6032,6045,6059,6075,6091,6103,6119,6133,6148,6162,6176,6192,6204,6219,6249,6273,6319,6344,6362,6384,6405,6423,6440,6459
IR,伊朗,其他,https://www.fluentpython.com/data/flags/ir/ir.gif,亚洲,Iran,0,0,8,16,25,29,39,52,61,66,79,85,93,98,108,123,135,145,156,168,174,189,204,219,229,241,254,259,273,282,292,316,370,394,408,428,447,464,482,506,536,555,586,611,635,664,688,707,725,745,772,795,823,847,877,918,954,980,1004,1023,1046,1072,1101,1125,1157,1184,1209,1232,1265,1290,1313,1332,1354,1378,1398,1424,1449,1477,1503,1532,1562,1587,1612,1632,1653,1675,1700,1726,1754,1781,1808,1833,1857,1888,1917,1941,1970,1996,2022,2049,2085,2123,2159,2202,2239,2275,2314,2350,2389,2423,2466,2507,2566,2616,2659,2699,2741,2786,2825,2865,2910,2957,3016,3058,3108,3158,3214,3272,3330,3381,3426,3470,3513,3556,3608,3654,3706,3752,3806,3855,3896,3939,3978,4010,4043,4078,4109,4138,4176,4213,4245,4284,4345,4376,4404,4427,4454,4483,4506,4528,4557,4587,4618,4664,4692,4723,4748,4774,4799,4825,4847,4872,4901,4950,4981,5081,5153,5190,5221,5251,5280,5306,5333,5363,5404,5433,5476,5516,5544,5569,5595,5619,5645,5678,5704,5731,5769,5797,5821,5843,5865,5886,5907,5935,5958,5983,6006,6028,6052,6071,6091,6123,6147,6181,6215,6243,6269,6294,6315,6336,6358
SE,瑞典,其他,https://www.fluentpython.com/data/flags/se/se.gif,欧洲,Sweden,0,0,9,17,31,47,60,91,159,183,216,231,244,259,282,303,317,332,350,365,376,384,398,412,428,445,458,470,480,499,514,570,641,662,685,705,724,743,768,796,819,845,869,885,903,917,933,948,963,981,999,1021,1042,1069,1099,1149,1177,1196,1214,1237,1255,1281,1303,1325,1346,1367,1396,1432,1464,1481,1500,1519,1538,1560,1578,1596,1613,1637,1658,1692,1727,1747,1763,1783,1804,1825,1842,1862,1877,1899,1921,1941,1956,1973,1990,2005,2025,2044,2064,2087,2107,2140,2164,2218,2243,2263,2290,2314,2340,2365,2389,2420,2445,2476,2500,2524,2547,2568,2591,2618,2695,2729,2768,2797,2827,2862,2905,2967,3009,3036,3061,3093,3125,3159,3205,3235,3268,3304,3346,3377,3406,3438,3477,3518,3564,3603,3637,3671,3703,3741,3778,3852,3943,3972,4003,4027,4059,4094,4124,4150,4191,4240,4277,4331,4360,4392,4427,4461,4495,4530,4560,4591,4623,4665,4705,4805,4888,4918,4955,4999,5030,5061,5089,5125,5162,5192,5221,5250,5271,5295,5324,5353,5382,5415,5442,5474,5499,5518,5536,5558,5586,5614,5645,5675,5700,5727,5749,5770,5796,5817,5842,5921,5955,6014,6066,6102,6136,6170,6208,6253,6284
BR,巴西,其他,https://www.fluentpython.com/data/flags/br/br.gif,南美,Brazil,0,0,14,32,47,61,73,91,110,126,141,160,173,192,209,236,251,264,286,302,318,331,348,364,377,393,409,424,441,457,476,525,583,606,628,648,668,689,714,738,759,783,804,823,844,862,882,903,922,949,975,1001,1023,1057,1103,1136,1167,1191,1216,1239,1273,1319,1362,1390,1439,1495,1552,1600,1651,1688,1722,1759,1792,1827,1858,1886,1920,1952,1989,2047,2093,2126,2153,2183,2217,2249,2292,2369,2402,2434,2462,2500,2526,2552,2579,2605,2636,2668,2705,2754,2786,2818,2845,2876,2901,2925,2953,2984,3014,3052,3093,3122,3149,3179,3208,3243,3270,3293,3319,3344,3376,3406,3444,3469,3500,3534,3577,3649,3687,3716,3742,3771,3800,3833,3876,3906,3935,3965,3998,4098,4146,4184,4218,4251,4284,4320,4357,4387,4413,4448,4479,4513,4555,4579,4605,4629,4662,4694,4716,4730,4746,4770,4794,4829,4848,4868,4885,4907,4925,4955,4977,5005,5031,5070,5097,5182,5281,5309,5339,5372,5389,5411,5432,5460,5498,5517,5537,5561,5579,5595,5612,5627,5642,5664,5682,5702,5720,5736,5748,5762,5778,5799,5813,5830,5843,5867,5882,5899,5918,5934,5954,5990,6017,6073,6108,6135,6161,6188,6216,6248,6273
UZ,乌兹别克,其他,https://www.fluentpython.com/data/flags/uz/uz.gif,亚洲,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,119,119,119,119,119,119,119,150,150,150,150,150,150,150,206,206,206,226,226,243,243,243,243,253,263,283,292,314,342,362,362,371,378,378,378,400,426,442,482,508,533,570,601,628,656,697,718,772,812,852,867,901,963,1021,1052,1073,1126,1184,1284,1344,1391,1422,1452,1479,1522,1584,1608,1648,1701,1720,1763,1796,1831,1868,1906,1958,1994,2026,2070,2102,2143,2190,2242,2291,2326,2376,2449,2507,2588,2647,2687,2737,2788,2828,2874,2923,2975,3035,3087,3132,3172,3212,3261,3311,3356,3399,3442,3497,3535,3574,3619,3664,3716,3767,3807,3843,3877,3916,3957,4000,4031,4061,4089,4128,4164,4198,4228,4261,4287,4320,4352,4384,4413,4443,4477,4509,4547,4608,4639,4663,4684,4716,4751,4779,4801,4822,4854,4889,4932,4966,4999,5019,5043,5067,5091,5116,5141,5168,5200,5230,5273,5332,5368,5395,5423,5445,5468,5491,5514,5540,5566,5592,5615,5636,5654,5674,5693,5713,5734,5752,5771,5793,5812,5827,5842,5861,5880,5895,5912,5927,5943,5955,5967,5984,6000,6019,6041,6060,6089,6113,6128,6142,6155,6171,6186,6198
EC,厄瓜多尔,其他,https://www.fluentpython.com/data/flags/ec/ec.gif,南美,Ecuador,0,0,13,22,33,50,63,79,104,122,138,160,181,195,214,220,237,256,281,296,313,330,358,378,390,399,420,440,473,495,516,566,666,703,738,769,806,825,862,921,947,991,1029,1062,1094,1120,1139,1161,1186,1215,1239,1259,1279,1312,1365,1401,1439,1471,1510,1537,1563,1610,1655,1691,1723,1751,1793,1860,1923,1979,2019,2055,2082,2114,2158,2196,2230,2269,2312,2376,2447,2485,2524,2553,2589,2622,2655,2695,2724,2760,2794,2823,2851,2876,2903,2931,2964,2999,3029,3060,3088,3118,3147,3180,3206,3230,3262,3291,3320,3350,3377,3413,3443,3474,3499,3527,3555,3586,3614,3643,3677,3710,3751,3779,3808,3846,3887,3938,3976,4021,4050,4080,4111,4143,4189,4228,4258,4288,4318,4348,4377,4405,4433,4466,4499,4530,4562,4592,4617,4646,4669,4700,4738,4761,4783,4804,4827,4854,4873,4889,4905,4926,4946,4974,4992,5012,5029,5048,5065,5085,5102,5119,5137,5161,5180,5218,5273,5294,5315,5334,5351,5368,5382,5401,5426,5443,5456,5472,5484,5497,5511,5524,5537,5553,5567,5582,5597,5609,5618,5627,5638,5653,5664,5678,5691,5709,5722,5735,5748,5759,5775,5797,5818,5856,5882,5904,5924,5944,5968,6003,6026
IN,印度,其他,https://www.fluentpython.com/data/flags/in/in.gif,亚洲,India,0,0,6,10,21,25,31,42,47,50,55,60,67,75,82,87,92,98,105,109,111,117,123,127,130,135,139,144,150,156,163,190,227,241,253,265,274,283,298,311,326,346,363,376,424,445,458,469,483,501,517,536,555,582,609,649,682,701,729,754,774,797,819,840,862,886,915,950,980,1004,1028,1048,1068,1089,1106,1125,1142,1159,1182,1254,1309,1334,1360,1381,1404,1427,1450,1475,1492,1512,1535,1555,1575,1596,1616,1637,1656,1676,1694,1712,1732,1756,1776,1813,1841,1864,1894,1920,1947,1974,2000,2026,2054,2079,2105,2132,2154,2180,2206,2229,2258,2285,2325,2353,2388,2428,2473,2573,2629,2658,2689,2723,2759,2792,2836,2865,2894,2924,2963,3000,3038,3076,3117,3158,3204,3242,3278,3313,3349,3392,3428,3492,3567,3605,3642,3677,3711,3754,3786,3818,3848,3884,3921,3968,3998,4032,4065,4097,4125,4158,4186,4220,4253,4295,4330,4428,4522,4567,4603,4639,4667,4696,4722,4753,4780,4801,4822,4842,4862,4883,4906,4927,4950,4978,5002,5035,5073,5102,5123,5151,5182,5216,5244,5276,5302,5340,5369,5409,5438,5465,5502,5580,5636,5719,5777,5821,5859,5894,5928,5978,6015
NE,尼日尔,其他,https://www.fluentpython.com/data/flags/ne/ne.gif,非洲,Niger,0,0,0,100,100,100,100,100,100,100,100,100,100,182,182,246,304,304,304,304,304,304,304,304,304,369,369,369,369,369,369,369,369,369,431,431,431,431,431,431,477,526,526,526,526,526,526,526,526,526,526,526,526,543,543,562,577,591,638,649,675,690,690,703,703,703,703,703,703,703,745,745,745,787,787,787,787,787,787,787,787,787,787,787,787,787,809,824,838,878,905,916,933,966,1010,1033,1064,1064,1075,1102,1111,1121,1149,1180,1234,1255,1300,1332,1350,1389,1441,1482,1529,1585,1637,1669,1713,1776,1812,1862,1950,2015,2101,2167,2241,2321,2420,2496,2559,2612,2681,2741,2781,2848,2900,2931,2975,3024,3089,3147,3221,3287,3362,3430,3494,3563,3618,3665,3703,3773,3842,3906,3980,4028,4076,4130,4183,4234,4274,4307,4343,4411,4463,4552,4592,4641,4676,4715,4748,4780,4806,4839,4884,4937,4985,5025,5096,5145,5185,5225,5253,5277,5296,5312,5349,5370,5402,5424,5442,5465,5489,5514,5535,5557,5574,5593,5611,5632,5649,5664,5679,5695,5706,5719,5730,5747,5765,5778,5792,5808,5822,5837,5851,5879,5905,5918,5932,5942,5950,5959,5976
PT,葡萄牙,其他,https://www.fluentpython.com/data/flags/pt/pt.gif,欧洲,Portugal,0,0,6,15,24,33,44,89,183,213,258,288,318,340,363,389,421,448,471,506,525,548,569,598,617,632,649,664,678,696,716,744,793,806,821,835,848,860,873,890,909,932,958,977,998,1015,1038,1051,1065,1083,1103,1124,1145,1168,1198,1239,1263,1282,1295,1309,1322,1339,1374,1389,1403,1419,1469,1514,1545,1566,1582,1601,1615,1631,1650,1667,1680,1699,1720,1757,1831,1852,1868,1888,1910,1926,1943,1964,1976,1991,2008,2026,2039,2054,2074,2088,2108,2124,2143,2165,2186,2211,2232,2283,2311,2333,2362,2381,2401,2418,2435,2455,2472,2488,2507,2526,2541,2563,2585,2608,2666,2691,2745,2772,2797,2825,2862,2911,2936,2968,2987,3016,3043,3076,3142,3172,3196,3218,3246,3277,3301,3335,3361,3386,3427,3462,3489,3515,3535,3562,3586,3649,3749,3787,3813,3835,3870,3904,3929,3946,3981,4013,4043,4103,4135,4168,4192,4221,4248,4278,4301,4325,4349,4394,4424,4484,4578,4619,4665,4733,4766,4798,4827,4857,4902,4930,4953,4990,5018,5050,5082,5106,5133,5170,5197,5227,5256,5272,5287,5304,5328,5359,5383,5416,5436,5461,5480,5505,5534,5552,5588,5645,5677,5742,5793,5826,5856,5880,5909,5939,5968
AU,澳大利亚,其他,https://www.fluentpython.com/data/flags/au/au.gif,澳洲,Australia,0,0,4,8,16,20,32,46,71,87,95,103,111,116,126,135,146,155,163,172,183,194,201,215,228,241,250,261,272,283,295,351,407,435,455,472,490,507,526,541,559,579,599,613,630,644,663,679,697,716,733,757,782,809,838,879,911,934,955,972,993,1013,1038,1058,1078,1104,1137,1185,1210,1229,1249,1268,1285,1300,1311,1325,1344,1362,1382,1454,1501,1521,1539,1559,1578,1594,1609,1629,1643,1658,1677,1692,1702,1717,1733,1748,1765,1783,1797,1814,1830,1853,1870,1895,1914,1932,1958,1978,1999,2023,2046,2070,2093,2115,2143,2174,2196,2227,2257,2280,2312,2339,2370,2393,2421,2452,2495,2581,2629,2667,2707,2747,2791,2833,2886,2926,2965,3004,3051,3093,3163,3217,3261,3303,3358,3407,3445,3481,3516,3557,3596,3652,3713,3748,3781,3809,3845,3881,3912,3938,3970,4005,4036,4096,4129,4165,4195,4225,4256,4288,4315,4342,4370,4411,4442,4529,4629,4662,4701,4740,4772,4797,4821,4845,4875,4899,4922,4947,4969,4990,5015,5038,5062,5090,5111,5133,5156,5176,5194,5214,5234,5257,5278,5304,5322,5343,5362,5381,5401,5418,5439,5487,5522,5612,5678,5717,5749,5779,5815,5857,5889
AF,阿富汗,其他,https://www.fluentpython.com/data/flags/af/af.gif,亚洲,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,38,38,50,50,50,50,50,50,61,61,61,69,86,94,110,118,140,155,170,170,178,185,205,205,211,222,227,252,263,268,273,278,283,292,303,327,337,351,361,380,441,469,485,490,512,540,577,643,683,756,809,875,964,1046,1115,1215,1310,1401,1472,1556,1651,1734,1824,1913,1987,2068,2153,2217,2296,2369,2451,2528,2606,2679,2735,2788,2853,2907,2969,3044,3101,3181,3239,3289,3344,3410,3468,3522,3576,3623,3683,3746,3801,3875,3923,3967,4011,4052,4100,4146,4190,4235,4269,4311,4350,4385,4417,4449,4487,4523,4566,4606,4638,4664,4688,4714,4753,4777,4803,4823,4853,4883,4923,4945,4977,4998,5016,5036,5065,5086,5108,5129,5154,5175,5205,5242,5264,5281,5301,5318,5334,5351,5370,5386,5398,5414,5427,5440,5458,5470,5482,5493,5507,5523,5535,5551,5561,5573,5582,5596,5611,5619,5631,5643,5656,5670,5681,5690,5701,5712,5731,5745,5759,5775,5793,5806,5821,5833,5845,5857
KE,肯尼亚,其他,https://www.fluentpython.com/data/flags/ke/ke.gif,非洲,Kenya,0,0,25,38,38,97,138,196,255,304,332,363,373,396,396,405,421,429,436,471,498,517,536,560,586,615,632,632,669,686,727,798,852,865,877,892,903,939,978,1002,1026,1079,1110,1130,1149,1172,1185,1216,1241,1263,1286,1307,1335,1365,1392,1421,1468,1492,1515,1542,1571,1602,1647,1657,1681,1714,1734,1798,1841,1861,1893,1912,1937,1957,1978,1995,2009,2036,2051,2080,2106,2128,2143,2163,2187,2202,2215,2240,2254,2275,2302,2318,2332,2347,2363,2376,2394,2416,2436,2458,2478,2514,2542,2577,2594,2617,2659,2695,2720,2754,2787,2814,2838,2861,2901,2939,2968,2995,3016,3038,3067,3095,3131,3154,3179,3205,3239,3280,3306,3332,3374,3408,3447,3491,3537,3565,3595,3630,3674,3708,3739,3769,3809,3842,3878,3917,3942,3961,3982,4019,4047,4077,4117,4140,4160,4180,4203,4230,4250,4266,4282,4304,4330,4387,4411,4434,4450,4468,4486,4507,4528,4546,4568,4600,4628,4685,4750,4777,4807,4832,4856,4877,4894,4915,4938,4959,4980,5001,5016,5035,5055,5074,5095,5117,5135,5156,5183,5205,5224,5246,5267,5292,5311,5333,5351,5372,5387,5401,5418,5435,5453,5482,5503,5603,5667,5700,5727,5761,5783,5804,5834
ZM,赞比亚,其他,https://www.fluentpython.com/data/flags/zm/zm.gif,非洲,Zambia,0,0,0,0,0,0,0,0,0,0,50,107,167,167,213,260,260,260,260,300,382,422,458,526,564,564,564,564,564,564,564,594,594,620,677,677,677,677,697,762,782,782,799,799,814,843,858,885,926,959,959,973,1032,1045,1082,1182,1205,1217,1228,1239,1251,1251,1300,1313,1337,1348,1382,1404,1438,1460,1480,1490,1490,1514,1514,1538,1559,1584,1584,1611,1662,1674,1698,1710,1710,1710,1726,1734,1738,1765,1804,1818,1829,1841,1850,1857,1866,1881,1896,1910,1934,1962,1990,2014,2028,2041,2077,2104,2142,2191,2235,2259,2293,2319,2370,2403,2436,2470,2495,2523,2553,2581,2629,2653,2678,2718,2756,2789,2812,2833,2882,2915,2944,2984,3030,3047,3078,3123,3178,3211,3240,3277,3312,3343,3385,3438,3475,3515,3549,3593,3628,3654,3695,3717,3740,3762,3785,3821,3841,3860,3882,3917,3953,4001,4035,4066,4089,4111,4135,4179,4206,4239,4275,4325,4367,4439,4512,4546,4597,4643,4680,4715,4747,4777,4822,4851,4885,4913,4931,4953,4981,5010,5036,5075,5106,5136,5167,5190,5216,5244,5272,5300,5324,5346,5364,5388,5413,5432,5451,5468,5491,5524,5552,5613,5658,5686,5711,5741,5766,5790,5814
MZ,莫桑比克,其他,https://www.fluentpython.com/data/flags/mz/mz.gif,非洲,Mozambique,0,0,39,39,39,39,39,39,39,39,54,70,128,128,128,128,146,146,146,146,146,146,155,155,164,164,164,164,164,177,182,188,221,221,239,239,256,278,295,309,313,320,332,332,354,367,375,377,389,392,417,434,447,464,481,499,521,539,550,563,567,579,600,604,609,615,623,643,667,683,693,714,725,732,742,754,764,776,800,825,852,863,873,887,911,943,960,980,995,1019,1038,1052,1065,1078,1087,1101,1117,1140,1158,1183,1204,1233,1255,1294,1322,1346,1383,1414,1449,1487,1520,1551,1586,1619,1650,1683,1712,1746,1787,1823,1875,1920,1982,2023,2062,2112,2162,2229,2281,2332,2383,2435,2489,2550,2614,2661,2707,2759,2816,2875,2923,2965,3007,3049,3095,3148,3199,3246,3289,3343,3390,3436,3501,3546,3587,3628,3674,3727,3766,3796,3824,3863,3907,3968,4010,4056,4095,4132,4164,4205,4245,4285,4328,4381,4423,4484,4584,4632,4684,4733,4773,4812,4847,4880,4917,4950,4978,5013,5045,5075,5108,5136,5163,5195,5226,5256,5285,5304,5320,5340,5363,5389,5413,5440,5458,5479,5496,5515,5538,5553,5572,5597,5619,5656,5686,5710,5733,5751,5769,5788,5807
GR,希腊,其他,https://www.fluentpython.com/data/flags/gr/gr.gif,欧洲,Greece,0,0,5,5,11,25,33,45,79,83,90,99,108,124,136,147,163,183,200,218,231,247,261,272,285,297,304,312,335,350,368,398,439,462,476,494,510,543,567,590,617,648,673,690,712,740,760,775,799,824,851,875,901,941,981,1022,1059,1085,1111,1135,1157,1186,1214,1237,1261,1291,1325,1369,1398,1418,1440,1466,1487,1515,1536,1559,1581,1610,1635,1667,1694,1721,1739,1761,1788,1814,1842,1871,1897,1932,1968,1996,2020,2046,2071,2096,2126,2156,2182,2209,2234,2283,2312,2356,2382,2408,2445,2475,2500,2529,2554,2584,2615,2647,2674,2700,2728,2756,2779,2804,2832,2858,2888,2915,2943,2983,3028,3083,3131,3165,3192,3218,3251,3295,3347,3384,3425,3469,3518,3547,3572,3602,3627,3654,3682,3710,3741,3769,3795,3830,3865,3919,3998,4031,4057,4080,4109,4141,4165,4186,4209,4238,4263,4312,4338,4370,4392,4414,4437,4464,4486,4510,4535,4585,4616,4671,4771,4810,4843,4870,4892,4913,4933,4954,4986,5013,5034,5064,5082,5105,5123,5140,5157,5180,5199,5220,5243,5263,5278,5296,5316,5344,5359,5376,5396,5418,5433,5448,5465,5482,5499,5538,5565,5627,5658,5682,5701,5721,5741,5768,5795
